SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jul 24 14:05:24 PDT 2020
User: sswihar
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: S12095
Integration Time (usec): 1000000 (S12095)
Spectra Averaged: 1 (S12095)
Boxcar Smoothing: 0 (S12095)
Correct for Electrical Dark: No (S12095)
Strobe/Lamp Enabled: No (S12095)
Correct for Detector Non-linearity: No (S12095)
Correct for Stray Light: No (S12095)
Number of Pixels in Processed Spectrum: 1024
>>>>>Begin Processed Spectral Data<<<<<
186.69	1499.00
187.14	1510.00
187.59	1505.00
188.03	1544.00
188.48	1523.00
188.93	1533.00
189.37	1502.00
189.82	1518.00
190.27	1516.00
190.72	1526.00
191.16	1544.00
191.61	1523.00
192.06	1514.00
192.50	1512.00
192.95	1502.00
193.40	1532.00
193.85	1530.00
194.29	1502.00
194.74	1529.00
195.19	1532.00
195.64	1518.00
196.08	1531.00
196.53	1533.00
196.98	1535.00
197.43	1505.00
197.87	1536.00
198.32	1513.00
198.77	1531.00
199.22	1522.00
199.67	1521.00
200.11	1520.00
200.56	1523.00
201.01	1450.00
201.46	1506.00
201.91	1541.00
202.35	1517.00
202.80	1500.00
203.25	1527.00
203.70	1530.00
204.15	1519.00
204.60	1509.00
205.04	1499.00
205.49	1526.00
205.94	1528.00
206.39	1511.00
206.84	1533.00
207.29	1514.00
207.74	1520.00
208.18	1516.00
208.63	1495.00
209.08	1519.00
209.53	1508.00
209.98	1521.00
210.43	1518.00
210.88	1490.00
211.33	1489.00
211.77	1499.00
212.22	1547.00
212.67	1534.00
213.12	1513.00
213.57	1490.00
214.02	1529.00
214.47	1507.00
214.92	1519.00
215.37	1509.00
215.82	1464.00
216.27	1517.00
216.72	1501.00
217.17	1508.00
217.62	1548.00
218.06	1528.00
218.51	1527.00
218.96	1534.00
219.41	1494.00
219.86	1489.00
220.31	1461.00
220.76	1541.00
221.21	1538.00
221.66	1531.00
222.11	1519.00
222.56	1547.00
223.01	1460.00
223.46	1505.00
223.91	1501.00
224.36	1533.00
224.81	1537.00
225.26	1526.00
225.71	1507.00
226.16	1479.00
226.61	1523.00
227.07	1505.00
227.52	1510.00
227.97	1527.00
228.42	1496.00
228.87	1527.00
229.32	1526.00
229.77	1538.00
230.22	1546.00
230.67	1530.00
231.12	1523.00
231.57	1526.00
232.02	1527.00
232.47	1529.00
232.92	1511.00
233.37	1532.00
233.83	1545.00
234.28	1526.00
234.73	1538.00
235.18	1523.00
235.63	1514.00
236.08	1509.00
236.53	1546.00
236.98	1511.00
237.44	1543.00
237.89	1537.00
238.34	1543.00
238.79	1538.00
239.24	1543.00
239.69	1537.00
240.14	1546.00
240.60	1538.00
241.05	1533.00
241.50	1511.00
241.95	1513.00
242.40	1507.00
242.85	1557.00
243.31	1532.00
243.76	1534.00
244.21	1515.00
244.66	1537.00
245.11	1556.00
245.57	1557.00
246.02	1548.00
246.47	1558.00
246.92	1516.00
247.38	1530.00
247.83	1536.00
248.28	1498.00
248.73	1463.00
249.18	1528.00
249.64	1568.00
250.09	1554.00
250.54	1577.00
251.00	1521.00
251.45	1499.00
251.90	1526.00
252.35	1562.00
252.81	1551.00
253.26	1557.00
253.71	1563.00
254.16	1583.00
254.62	1548.00
255.07	1544.00
255.52	1504.00
255.98	1564.00
256.43	1590.00
256.88	1587.00
257.34	1600.00
257.79	1601.00
258.24	1583.00
258.70	1634.00
259.15	1649.00
259.60	1644.00
260.06	1690.00
260.51	1695.00
260.96	1704.00
261.42	1748.00
261.87	1748.00
262.32	1846.00
262.78	1867.00
263.23	1936.00
263.68	2013.00
264.14	2111.00
264.59	2187.00
265.05	2336.00
265.50	2469.00
265.95	2582.00
266.41	2747.00
266.86	2875.00
267.32	3081.00
267.77	3448.00
268.22	3723.00
268.68	4041.00
269.13	4470.00
269.59	4974.00
270.04	5444.00
270.50	5871.00
270.95	6284.00
271.40	6828.00
271.86	7484.00
272.31	7962.00
272.77	8430.00
273.22	8974.00
273.68	9122.00
274.13	9555.00
274.59	10118.00
275.04	10591.00
275.50	10764.00
275.95	10737.00
276.41	10654.00
276.86	10639.00
277.32	10484.00
277.77	10217.00
278.23	9984.00
278.68	9726.00
279.14	9589.00
279.59	9247.00
280.05	8527.00
280.50	8193.00
280.96	7858.00
281.41	7498.00
281.87	7211.00
282.32	6883.00
282.78	6481.00
283.24	6082.00
283.69	5725.00
284.15	5251.00
284.60	4900.00
285.06	4689.00
285.51	4439.00
285.97	4210.00
286.43	4072.00
286.88	3911.00
287.34	3626.00
287.79	3475.00
288.25	3311.00
